计费项,说明,地域
"节点规格","SQL Server 主实例和只读实例节点规格的费用。计费方式为包年包月或按量计费。",-
"存储空间","SQL Server 实例存储空间的费用。计费方式为包年包月或按量计费。",-
,
,
,
类型,规格类型,节点规格,按量计费（元/小时）,包月,包1年,包2年,包3年,地域
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.w1","4.33","2080","24960","49920","74880","华北2（北京）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.w1","4.33","2080","24960","49920","74880","华南1（广州）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.w1","4.33","2080","24960","49920","74880","中国香港"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.w1","4.33","2080","24960","49920","74880","华东2（上海）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.medium.w1","0.67","320","3840","7680","11520","亚太东南（柔佛）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.medium.w1","2","960","11520","23040","34560","亚太东南（雅加达）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.medium.w1","0.67","320","3840","7680","11520","华北2（北京）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.medium.w1","0.67","320","3840","7680","11520","华南1（广州）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.medium.w1","0.67","320","3840","7680","11520","中国香港"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.medium.w1","0.67","320","3840","7680","11520","华东2（上海）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.large.w1","1.33","640","7680","15360","23040","亚太东南（柔佛）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.large.w1","4","1920","23040","46080","69120","亚太东南（雅加达）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.large.w1","1.33","640","7680","15360","23040","华北2（北京）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.large.w1","1.33","640","7680","15360","23040","华南1（广州）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.large.w1","1.33","640","7680","15360","23040","中国香港"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.large.w1","1.33","640","7680","15360","23040","华东2（上海）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.xlarge.w1","2.67","1280","15360","30720","46080","亚太东南（柔佛）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.xlarge.w1","8","3840","46080","92160","138240","亚太东南（雅加达）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.xlarge.w1","2.66","1280","15360","30720","46080","华北2（北京）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.xlarge.w1","2.66","1280","15360","30720","46080","华南1（广州）"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.xlarge.w1","2.67","1280","15360","30720","46080","中国香港"
" Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.xlarge.w1","2.66","1280","15360","30720","46080","华东2（上海）"
"  Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.w1","5.33","2560","30720","61440","92160","亚太东南（柔佛）"
"  Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.w1","16","7680","92160","184320","276480","亚太东南（雅加达）"
"  Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.w1","5.33","2560","30720","61440","92160","华北2（北京）"
"  Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.w1","5.33","2560","30720","61440","92160","华南1（广州）"
"  Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.w1","5.33","2560","30720","61440","92160","中国香港"
"  Web版-基础版","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.w1","5.33","2560","30720","61440","92160","华东2（上海）"
,
,
,
类型,规格代码,按量计费（元/GiB/小时）,包月（元/GiB/月）,包1年,包2年,包3年,地域
"高可用-ESSDP1	","rds.mssql.ha.essdp1","0.00375","1.8","21.6","43.2","64.8","中国香港"
"高可用-ESSDP1	","rds.mssql.ha.essdp1","0.00375","1.8","21.6","43.2","64.8","亚太东南（雅加达）"
"高可用-ESSDP1	","rds.mssql.ha.essdp1","0.00375","1.8","21.6","43.2","64.8","亚太东南（柔佛）"
"高可用-ESSDP1	","rds.mssql.ha.essdp1","0.0025","1.2","14.4","28.8","43.2","华东2（上海）"
"高可用-ESSDP1	","rds.mssql.ha.essdp1","0.0025","1.2","14.4","28.8","43.2","华北2（北京）"
"高可用-ESSDP1	","rds.mssql.ha.essdp1","0.0025","1.2","14.4","28.8","43.2","华南1（广州）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.001875","0.9","10.8","21.6","32.4","亚太东南（柔佛）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.001875","0.9","10.8","21.6","32.4","亚太东南（雅加达）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.00125","0.6","7.2","14.4","21.6","华北2（北京）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.00125","0.6","7.2","14.4","21.6","华南1（广州）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.001875","0.9","10.8","21.6","32.4","中国香港"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.00125","0.6","7.2","14.4","21.6","华东2（上海）"
,
,
,
类型,规格类型,节点规格,按量计费（元/小时）,包月,包1年,包2年,包3年,地域
"只读实例","独享型","rds.mssql.ee.ro.x8.2c16g","9.38","4500","54000","108000","162000","华东2（上海）"
"只读实例","独享型","rds.mssql.ee.ro.x8.2c16g","9.38","4500","54000","108000","162000","华南1（广州）"
"只读实例","独享型","rds.mssql.ee.ro.x8.2c16g","9.38","4500","54000","108000","162000","华北2（北京）"
"只读实例","独享型","rds.mssql.ee.ro.x8.4c32g","18.75","9000","108000","216000","324000","华东2（上海）"
"只读实例","独享型","rds.mssql.ee.ro.x8.4c32g","18.75","9000","108000","216000","324000","华南1（广州）"
"只读实例","独享型","rds.mssql.ee.ro.x8.4c32g","18.75","9000","108000","216000","324000","华北2（北京）"
"只读实例","独享型","rds.mssql.ee.ro.x8.8c64g","37.5","18000","216000","432000","648000","华东2（上海）"
"只读实例","独享型","rds.mssql.ee.ro.x8.8c64g","37.5","18000","216000","432000","648000","华南1（广州）"
"只读实例","独享型","rds.mssql.ee.ro.x8.8c64g","37.5","18000","216000","432000","648000","华北2（北京）"
"只读实例","独享型","rds.mssql.ee.ro.x8.16c128g","70.83","34000","408000","816000","1224000","华东2（上海）"
"只读实例","独享型","rds.mssql.ee.ro.x8.16c128g","70.83","34000","408000","816000","1224000","华南1（广州）"
"只读实例","独享型","rds.mssql.ee.ro.x8.16c128g","70.83","34000","408000","816000","1224000","华北2（北京）"
"只读实例","独享型","rds.mssql.ee.ro.x8.32c256g","141.67","68000","816000","1632000","2448000","华东2（上海）"
"只读实例","独享型","rds.mssql.ee.ro.x8.32c256g","141.67","68000","816000","1632000","2448000","华南1（广州）"
"只读实例","独享型","rds.mssql.ee.ro.x8.32c256g","141.67","68000","816000","1632000","2448000","华北2（北京）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.medium.ro","9.38","4500","54000","108000","162000","华东2（上海）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.medium.ro","15.94","7650","91800","183600","275400","中国香港"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.medium.ro","9.38","4500","54000","108000","162000","华南1（广州）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.medium.ro","9.38","4500","54000","108000","162000","华北2（北京）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.medium.ro","9.38","4500","54000","108000","162000","亚太东南（雅加达）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.medium.ro","9.38","4500","54000","108000","162000","亚太东南（柔佛）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.large.ro","18.75","9000","108000","216000","324000","华东2（上海）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.large.ro","31.88","15300","183600","367200","550800","中国香港"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.large.ro","18.75","9000","108000","216000","324000","华南1（广州）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.large.ro","18.75","9000","108000","216000","324000","华北2（北京）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.large.ro","18.75","9000","108000","216000","324000","亚太东南（雅加达）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.large.ro","18.75","9000","108000","216000","324000","亚太东南（柔佛）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.xlarge.ro","37.5","18000","216000","432000","648000","华东2（上海）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.xlarge.ro","63.75","30600","367200","734400","1101600","中国香港"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.xlarge.ro","37.5","18000","216000","432000","648000","华南1（广州）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.xlarge.ro","37.5","18000","216000","432000","648000","华北2（北京）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.xlarge.ro","37.5","18000","216000","432000","648000","亚太东南（雅加达）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.xlarge.ro","37.5","18000","216000","432000","648000","亚太东南（柔佛）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.2xlarge.ro","70.83","34000","408000","816000","1224000","华东2（上海）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.2xlarge.ro","120.42","57800","693600","1387200","2080800","中国香港"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.2xlarge.ro","70.83","34000","408000","816000","1224000","华南1（广州）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.2xlarge.ro","70.83","34000","408000","816000","1224000","华北2（北京）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.2xlarge.ro","70.83","34000","408000","816000","1224000","亚太东南（雅加达）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.2xlarge.ro","70.83","34000","408000","816000","1224000","亚太东南（柔佛）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.4xlarge.ro","141.67","68000","816000","1632000","2448000","华东2（上海）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.4xlarge.ro","240.83","115600","1387200","2774400","4161600","中国香港"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.4xlarge.ro","141.67","68000","816000","1632000","2448000","华南1（广州）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.4xlarge.ro","141.67","68000","816000","1632000","2448000","华北2（北京）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.4xlarge.ro","141.67","68000","816000","1632000","2448000","亚太东南（雅加达）"
"只读实例","独享Ⅱ型","rds.mssql.3il.x8.4xlarge.ro","141.67","68000","816000","1632000","2448000","亚太东南（柔佛）"
"只读实例","通用型","rds.mssql.ee.ro.d2.2c4g","2.08","1000","12000","24000","36000","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d2.2c4g","2.08","1000","12000","24000","36000","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d2.2c4g","2.08","1000","12000","24000","36000","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d4.2c8g","3.33","1600","19200","38400","57600","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d4.2c8g","3.33","1600","19200","38400","57600","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d4.2c8g","3.33","1600","19200","38400","57600","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d2.4c8g","4.17","2000","24000","48000","72000","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d2.4c8g","4.17","2000","24000","48000","72000","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d2.4c8g","4.17","2000","24000","48000","72000","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d4.4c16g","6.67","3200","38400","76800","115200","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d4.4c16g","6.67","3200","38400","76800","115200","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d4.4c16g","6.67","3200","38400","76800","115200","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d2.8c16g","8.33","4000","48000","96000","144000","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d2.8c16g","8.33","4000","48000","96000","144000","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d2.8c16g","8.33","4000","48000","96000","144000","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d4.8c32g","13.33","6400","76800","153600","230400","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d4.8c32g","13.33","6400","76800","153600","230400","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d4.8c32g","13.33","6400","76800","153600","230400","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d2.16c32g","16.67","8000","96000","192000","288000","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d2.16c32g","16.67","8000","96000","192000","288000","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d2.16c32g","16.67","8000","96000","192000","288000","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d4.16c64g","26.67","12800","153600","307200","460800","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d4.16c64g","26.67","12800","153600","307200","460800","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d4.16c64g","26.67","12800","153600","307200","460800","华北2（北京）"
"只读实例","通用型","rds.mssql.ee.ro.d4.32c128g","53.33","25600","307200","614400","921600","华东2（上海）"
"只读实例","通用型","rds.mssql.ee.ro.d4.32c128g","53.33","25600","307200","614400","921600","华南1（广州）"
"只读实例","通用型","rds.mssql.ee.ro.d4.32c128g","53.33","25600","307200","614400","921600","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.medium.ro","2.08","1000","12000","24000","36000","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.medium.ro","3.54","1700","20400","40800","61200","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.medium.ro","2.08","1000","12000","24000","36000","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.medium.ro","2.08","1000","12000","24000","36000","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.medium.ro","2.08","1000","12000","24000","36000","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.medium.ro","3.75","1800","21600","43200","64800","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.large.ro","4.17","2000","24000","48000","72000","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.large.ro","7.08","3400","40800","81600","122400","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.large.ro","4.17","2000","24000","48000","72000","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.large.ro","4.17","2000","24000","48000","72000","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.large.ro","4.17","2000","24000","48000","72000","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.large.ro","7.5","3600","43200","86400","129600","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.xlarge.ro","8.33","4000","48000","96000","144000","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.xlarge.ro","14.17","6800","81600","163200","244800","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.xlarge.ro","8.33","4000","48000","96000","144000","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.xlarge.ro","8.33","4000","48000","96000","144000","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.xlarge.ro","8.33","4000","48000","96000","144000","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.xlarge.ro","15","7200","86400","172800","259200","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.ro","16.67","8000","96000","192000","288000","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.ro","28.33","13600","163200","326400","489600","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.ro","16.67","8000","96000","192000","288000","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.ro","16.67","8000","96000","192000","288000","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.ro","16.67","8000","96000","192000","288000","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s2.2xlarge.ro","30","14400","172800","345600","518400","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.medium.ro","3.33","1600","19200","38400","57600","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.medium.ro","5.67","2720","32640","65280","97920","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.medium.ro","3.33","1600","19200","38400","57600","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.medium.ro","3.33","1600","19200","38400","57600","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.medium.ro","3.33","1600","19200","38400","57600","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.medium.ro","6","2880","34560","69120","103680","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.large.ro","6.67","3200","38400","76800","115200","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.large.ro","11.33","5440","65280","130560","195840","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.large.ro","6.67","3200","38400","76800","115200","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.large.ro","6.67","3200","38400","76800","115200","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.large.ro","6.67","3200","38400","76800","115200","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.large.ro","12","5760","69120","138240","207360","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.xlarge.ro","13.33","6400","76800","153600","230400","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.xlarge.ro","22.67","10880","130560","261120","391680","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.xlarge.ro","13.33","6400","76800","153600","230400","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.xlarge.ro","13.33","6400","76800","153600","230400","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.xlarge.ro","13.33","6400","76800","153600","230400","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.xlarge.ro","24","11520","138240","276480","414720","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.ro","26.67","12800","153600","307200","460800","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.ro","45.33","21760","261120","522240","783360","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.ro","26.67","12800","153600","307200","460800","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.ro","26.67","12800","153600","307200","460800","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.ro","26.67","12800","153600","307200","460800","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.2xlarge.ro","48","23040","276480","552960","829440","亚太东南（柔佛）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.4xlarge.ro","53.33","25600","307200","614400","921600","华东2（上海）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.4xlarge.ro","90.67","43520","522240","1044480","1566720","中国香港"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.4xlarge.ro","53.33","25600","307200","614400","921600","华南1（广州）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.4xlarge.ro","53.33","25600","307200","614400","921600","华北2（北京）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.4xlarge.ro","53.33","25600","307200","614400","921600","亚太东南（雅加达）"
"只读实例","通用Ⅱ型","rds.mssql.3il.s4.4xlarge.ro","96","46080","552960","1105920","1658880","亚太东南（柔佛）"
,
,
,
类型,规格代码,按量计费（元/GiB/小时）,包月（元/GiB/月）,包1年,包2年,包3年,地域
"基础版-ESSDP1","rds.mssql.std.essdp1","0.00125","0.6","7.2","14.4","21.6","华东2（上海）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.001875","0.9","10.8","21.6","32.4","中国香港"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.00125","0.6","7.2","14.4","21.6","华南1（广州）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.00125","0.6","7.2","14.4","21.6","华北2（北京）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.001875","0.9","10.8","21.6","32.4","亚太东南（雅加达）"
"基础版-ESSDP1","rds.mssql.std.essdp1","0.001875","0.9","10.8","21.6","32.4","亚太东南（柔佛）"
